"시점","행정구역(시군구)별","성별",계,0 - 4세,5 - 9세,10 - 14세,15 - 19세,20 - 24세,25 - 29세,30 - 34세,35 - 39세,40 - 44세,45 - 49세,50 - 54세,55 - 59세,60 - 64세,65 - 69세,70 - 74세,75 - 79세,80세 이상,80 - 84세,85세 이상,85 - 89세,90 - 94세,95 - 99세,100세 이상
"2023","서원구","남자",93717.5,2304.5,3445,4511.5,5037.5,6866.5,7658.5,6232.5,5280,6573,7135,8513.5,7871,7709.5,5907,3507.5,2464.5,2700.5,1669.5,1031,816.5,184,29.5,1
"2023","서원구","여자",94449.5,2137.5,3266,4301.5,4615.5,6022,6268,5097.5,4908.5,6531.5,7450,8915.5,8040,8116,6359.5,4131.5,3088.5,5200.5,2755,2445.5,1666,628,134,17.5
"2023","흥덕구","계",270459.5,9531,12742,13591,12908.5,15838,22700,22190,20177.5,22448.5,21210.5,23152,20313.5,19018.5,13481,7935,5492.5,7730,4273,3457,2408.5,856,168,24.5
"2023","흥덕구","남자",137526,4792.5,6578.5,6943.5,6692,8374,12508,12290,10608,11532.5,10624,11610.5,10093.5,9554,6534.5,3804.5,2443.5,2542.5,1591.5,951,735,177.5,33,5.5
"2023","흥덕구","여자",132933.5,4738.5,6163.5,6647.5,6216.5,7464,10192,9900,9569.5,10916,10586.5,11541.5,10220,9464.5,6946.5,4130.5,3049,5187.5,2681.5,2506,1673.5,678.5,135,19
"2023","청원구","계",191824,6559.5,9944,10477,9286.5,10593,13963.5,14230,14487.5,17158.5,15420,15024,13145.5,13216,10177,6203,4728,7211,4039.5,3171.5,2260,746.5,145,20
"2023","청원구","남자",98719.5,3430.5,5032,5349,4823,5673.5,8059.5,8150,7751.5,9084,8077.5,7753,6662,6602.5,4929,2967.5,2049,2326,1509,817,628.5,165.5,22,1
"2023","청원구","여자",93104.5,3129,4912,5128,4463.5,4919.5,5904,6080,6736,8074.5,7342.5,7271,6483.5,6613.5,5248,3235.5,2679,4885,2530.5,2354.5,1631.5,581,123,19
"2023","충주시","계",207417.5,5056.5,7510.5,8942.5,9071,10525.5,11541.5,11226,11108.5,14199,15116,18130,18132,19922,15987.5,10136,7984,12829,7245,5584,3963,1315,266,40
"2023","충주시","남자",105094,2593.5,3779,4587,4756.5,5874,6723.5,6465.5,5970.5,7345,7745,9221,9319.5,10104.5,8000,4747,3486.5,4376,2766.5,1609.5,1246,299,56,8.5
"2023","충주시","여자",102323.5,2463,3731.5,4355.5,4314.5,4651.5,4818,4760.5,5138,6854,7371,8909,8812.5,9817.5,7987.5,5389,4497.5,8453,4478.5,3974.5,2717,1016,210,31.5
"2023","제천시","계",130243.5,2866.5,4408.5,5316.5,5968,7545.5,6535,5686.5,6007,7962.5,8665,11378.5,11594,13425.5,11468,7502,5575,8339.5,4870,3469.5,2529,753.5,157.5,29.5
"2023","제천시","남자",65445.5,1487,2259.5,2685.5,3107.5,4080.5,3743,3134.5,3184,4080,4424,5856.5,5940,6704,5718.5,3646.5,2480.5,2914,1873.5,1040.5,842,171.5,22.5,4.5
"2023","제천시","여자",64798,1379.5,2149,2631,2860.5,3465,2792,2552,2823,3882.5,4241,5522,5654,6721.5,5749.5,3855.5,3094.5,5425.5,2996.5,2429,1687,582,135,25
"2023","보은군","계",31158,429,738.5,933,975.5,1116,918.5,837,1028.5,1381.5,1545.5,2289.5,3010.5,3977.5,3619.5,2483.5,1969.5,3905,2051.5,1853.5,1262.5,484,97,10
"2023","보은군","남자",15733.5,219.5,382.5,493,526.5,662.5,552,478,548,763.5,854,1255,1655,2130.5,1851,1234.5,882.5,1245.5,739,506.5,379.5,105,20.5,1.5
"2023","보은군","여자",15424.5,209.5,356,440,449,453.5,366.5,359,480.5,618,691.5,1034.5,1355.5,1847,1768.5,1249,1087,2659.5,1312.5,1347,883,379,76.5,8.5
"2023","옥천군","계",49104,728.5,1311,1770.5,1867.5,2015.5,1816,1517.5,1767,2641.5,3064,4023,4469,5665.5,5132,3813,2657,4845.5,2579,2266.5,1576,561.5,111,18
