"시점","행정구역(시군구)별","성별",계,0 - 4세,5 - 9세,10 - 14세,15 - 19세,20 - 24세,25 - 29세,30 - 34세,35 - 39세,40 - 44세,45 - 49세,50 - 54세,55 - 59세,60 - 64세,65 - 69세,70 - 74세,75 - 79세,80세 이상,80 - 84세,85세 이상,85 - 89세,90 - 94세,95 - 99세,100세 이상
"2023","완주군","여자",46179.5,1176,1877,2091.5,1965.5,1830,2122.5,2240,2431.5,3145,3050,3546,3573,4146.5,3490,2603,2198.5,4693.5,2359.5,2334,1554.5,612.5,144.5,22.5
"2023","진안군","계",24455.5,477,478.5,725.5,836.5,883,766,676.5,721,978.5,1298,1896,2371.5,3010,2492,1997,1674.5,3174,1677.5,1496.5,1048.5,355.5,79,13.5
"2023","진안군","남자",12472.5,253.5,231,374,443,525.5,430.5,343,340.5,552,751,1088.5,1337.5,1654.5,1337,1010.5,779,1021.5,623.5,398,308.5,72,16,1.5
"2023","진안군","여자",11983,223.5,247.5,351.5,393.5,357.5,335.5,333.5,380.5,426.5,547,807.5,1034,1355.5,1155,986.5,895.5,2152.5,1054,1098.5,740,283.5,63,12
"2023","무주군","계",23334,328.5,574,824.5,901.5,844.5,712.5,720.5,757,1108,1449.5,1885,2114,2649,2292.5,1749.5,1426,2997.5,1622.5,1375,972,318.5,67,17.5
"2023","무주군","남자",11657.5,160.5,319,416.5,454.5,468.5,406.5,392.5,409.5,609.5,793.5,1074,1159,1414.5,1202.5,830,576.5,970.5,583,387.5,297,74.5,14.5,1.5
"2023","무주군","여자",11676.5,168,255,408,447,376,306,328,347.5,498.5,656,811,955,1234.5,1090,919.5,849.5,2027,1039.5,987.5,675,244,52.5,16
"2023","장수군","계",21135.5,364,509.5,762,808.5,725.5,685,530.5,719,983.5,1232,1641.5,1903,2335.5,2116,1765.5,1336.5,2718,1480,1238,880.5,287,58.5,12
"2023","장수군","남자",10609.5,181,272,403,403.5,425.5,404.5,279,366.5,541.5,708.5,925,1058.5,1260,1067.5,887,584.5,842,487,355,258,84.5,11.5,1
"2023","장수군","여자",10526,183,237.5,359,405,300,280.5,251.5,352.5,442,523.5,716.5,844.5,1075.5,1048.5,878.5,752,1876,993,883,622.5,202.5,47,11
"2023","임실군","계",26171.5,579,586.5,728.5,760,846.5,898,850.5,854,1102,1298,1918.5,2405,3040.5,2492,2169,1832.5,3811,2018,1793,1256,429.5,92.5,15
"2023","임실군","남자",13438,291.5,317.5,374.5,408.5,493,539.5,448,455.5,653,793.5,1125,1366.5,1683,1382.5,1064.5,824.5,1217.5,713,504.5,372.5,113,16.5,2.5
"2023","임실군","여자",12733.5,287.5,269,354,351.5,353.5,358.5,402.5,398.5,449,504.5,793.5,1038.5,1357.5,1109.5,1104.5,1008,2593.5,1305,1288.5,883.5,316.5,76,12.5
"2023","순창군","계",26695,477.5,645,939,1152,1076.5,868,752.5,871.5,1304.5,1647,2111,2280.5,2870,2431.5,1911,1835,3522.5,1957,1565.5,1116,357.5,78.5,13.5
"2023","순창군","남자",13120.5,219.5,353,476.5,602,611.5,487.5,380,442,667,941,1220.5,1214.5,1546,1250.5,891,753,1065,620.5,444.5,329.5,95.5,18.5,1
"2023","순창군","여자",13574.5,258,292,462.5,550,465,380.5,372.5,429.5,637.5,706,890.5,1066,1324,1181,1020,1082,2457.5,1336.5,1121,786.5,262,60,12.5
"2023","고창군","계",51893.5,845,1301.5,1809,2050.5,1934,1670.5,1548,1775.5,2406,2960,4070,4477.5,5464,4966,4067.5,3676.5,6872,3748,3124,2152,765,170.5,36.5
